,CUSTOMERID,GENERO,IDOSO,CASADO,DEPENDENTES,TEMPO_COMO_CLIENTE,SERVICO_TELEFONE,SERVICO_INTERNET,SERVICO_SEGURANCA,SUPORTE_TECNICO,STREAMINGTV,TIPO_CONTRATO,METODO_PAGAMENTO,PAGAMENTO_MENSAL,TOTAL_PAGO,CHURN
1856,4510-PYUSH,FEMININO,1,NAO,NAO,38,SIM,DSL,SIM,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,57.15,2250.65,1
1857,9359-JANWS,FEMININO,0,SIM,NAO,65,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,58.9,3857.1,0
1858,7517-SAWMO,FEMININO,0,SIM,NAO,19,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,73.2,1441.1,1
1859,4143-HHPMK,MASCULINO,0,NAO,NAO,52,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,85.35,4338.6,1
1860,3279-DYZQM,MASCULINO,0,SIM,SIM,71,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.45,1378.45,0
1861,7054-LGEQW,FEMININO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,45.95,45.95,1
1862,0523-VNGTF,FEMININO,1,NAO,NAO,52,NAO,DSL,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,50.5,2566.3,0
1863,9575-IWCAZ,MASCULINO,0,SIM,NAO,6,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,25.1,171.0,0
1864,7105-MXJLL,FEMININO,1,SIM,NAO,26,SIM,DSL,NAO,NAO,NAO,UM ANO,ENVIO POR CORREIO,60.7,1597.4,0
1865,7064-FRRSW,MASCULINO,1,NAO,NAO,48,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,99.0,4744.35,0
1866,7940-UQQUG,FEMININO,0,SIM,SIM,64,SIM,FIBER OPTIC,SIM,SIM,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,104.4,6721.6,0
1867,0923-PNFUB,FEMININO,0,NAO,NAO,3,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,83.75,247.25,1
1868,3961-SXAXY,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,44.05,44.05,0
1869,7010-BRBUU,MASCULINO,0,SIM,SIM,72,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,24.1,1734.65,0
1870,3566-HJGPK,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,45.55,45.55,0
1871,3062-ICYZQ,FEMININO,0,SIM,SIM,51,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,93.8,4539.35,0
1872,9938-PRCVK,FEMININO,0,SIM,SIM,41,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.7,804.25,0
1873,0973-KYVNF,FEMININO,0,SIM,SIM,72,SIM,DSL,SIM,NAO,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,70.65,5011.15,0
1874,5129-HHMZC,FEMININO,0,SIM,NAO,43,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,86.45,3574.5,0
1875,9637-CDTKZ,MASCULINO,0,SIM,NAO,72,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,114.1,8086.4,0
1876,3946-JEWRQ,MASCULINO,0,SIM,NAO,47,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,95.2,4563.0,0
1877,7873-CVMAW,MASCULINO,0,NAO,NAO,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,88.55,6362.35,0
1878,0463-WZZKO,MASCULINO,0,NAO,NAO,3,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,20.75,67.1,0
1879,3494-JCHRQ,MASCULINO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,70.05,70.05,1
1880,6474-FVJLC,MASCULINO,0,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,86.0,165.45,1
1881,4524-QCSSM,MASCULINO,0,NAO,NAO,26,NAO,DSL,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,44.65,1156.55,0
1882,5832-EXGTT,MASCULINO,0,SIM,SIM,29,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,60.2,1834.15,0
1883,8840-DQLGN,FEMININO,1,SIM,NAO,35,SIM,FIBER OPTIC,SIM,SIM,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,100.5,3653.35,1
1884,2039-JONDJ,MASCULINO,0,NAO,NAO,27,SIM,DSL,SIM,NAO,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,55.45,1477.65,0
1885,7217-JYHOQ,MASCULINO,0,SIM,SIM,24,SIM,DSL,SIM,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,70.3,1706.45,0
1886,6695-FRVEC,MASCULINO,0,SIM,SIM,67,SIM,DSL,SIM,SIM,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,60.4,3953.7,0
1887,4547-LYTDD,FEMININO,0,NAO,NAO,16,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,72.65,1194.3,1
1888,9894-QMIMJ,FEMININO,0,NAO,NAO,23,SIM,DSL,NAO,NAO,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,55.8,1327.85,0
1889,8069-YQQAJ,MASCULINO,0,NAO,NAO,14,NAO,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,31.1,419.7,0
1890,6770-XUAGN,FEMININO,0,SIM,SIM,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,21.0,21.0,1
1891,4193-ORFCL,FEMININO,1,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,45.1,45.1,1
1892,1636-NTNCO,MASCULINO,1,NAO,NAO,4,NAO,DSL,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,50.95,207.35,0
1893,3466-WAESX,MASCULINO,0,NAO,SIM,16,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,69.1,1083.7,0
1894,9281-PKKZE,FEMININO,0,SIM,NAO,46,NAO,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,43.95,2007.85,0
1895,3638-VBZTA,MASCULINO,0,NAO,SIM,68,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,86.5,5882.75,0
1896,7459-IMVYU,MASCULINO,0,NAO,NAO,38,SIM,DSL,SIM,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,69.95,2657.55,0
1897,7776-QWNFX,MASCULINO,1,SIM,NAO,30,SIM,DSL,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,50.4,1527.5,1
1898,6689-TCZHQ,FEMININO,1,NAO,NAO,5,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,78.95,378.4,1
1899,8563-OYMQY,MASCULINO,0,NAO,NAO,17,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,90.95,1612.2,0
1900,0754-EEBDC,MASCULINO,0,SIM,SIM,4,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.9,76.65,0
1901,5777-ZPQNC,FEMININO,0,NAO,NAO,12,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR E-MAIL,20.15,260.7,0
1902,1951-IEYXM,MASCULINO,0,SIM,SIM,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,90.6,6441.85,0
1903,3318-NMQXL,MASCULINO,0,NAO,NAO,3,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,92.0,266.8,0
1904,3143-ILDAL,MASCULINO,0,NAO,NAO,56,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,94.45,5124.6,1
1905,1022-RKXDR,FEMININO,0,NAO,NAO,41,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,24.85,962.25,0
1906,2361-FJWNO,MASCULINO,0,NAO,NAO,40,NAO,DSL,NAO,SIM,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,36.0,1382.9,0
1907,2272-UOINI,FEMININO,0,NAO,NAO,7,SIM,DSL,SIM,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,78.5,571.05,0
1908,8232-UTFOZ,MASCULINO,0,NAO,NAO,69,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,19.95,1399.35,0
1909,3750-YHRYO,MASCULINO,0,SIM,SIM,7,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,20.65,150.0,0
1910,6637-KYRCV,FEMININO,0,SIM,SIM,5,NAO,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,30.5,167.2,0
1911,5668-MEISB,FEMININO,0,SIM,SIM,72,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,106.1,7657.4,0
1912,0129-QMPDR,MASCULINO,0,SIM,SIM,44,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.5,865.05,0
1913,7188-CBBBA,FEMININO,0,NAO,NAO,65,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR E-MAIL,95.5,6153.85,0
1914,5356-CSVSQ,FEMININO,0,NAO,NAO,3,SIM,DSL,NAO,SIM,SIM,MES-A-MES,ENVIO POR E-MAIL,64.6,174.2,0
1915,3221-CJMSG,MASCULINO,0,NAO,NAO,24,SIM,DSL,NAO,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,51.1,1269.6,0
1916,4720-VSTSI,FEMININO,0,NAO,NAO,44,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,84.8,3862.55,1
1917,3219-JQRSL,FEMININO,1,SIM,NAO,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,89.1,6352.4,0
1918,2801-NISEI,MASCULINO,0,NAO,NAO,24,SIM,DSL,SIM,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,54.95,1348.5,0
1919,3946-MHCZW,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,50.9,50.9,1
1920,4623-ZKHLY,MASCULINO,0,SIM,NAO,22,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.45,471.55,0
1921,6732-VAILE,MASCULINO,0,SIM,SIM,70,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,85.95,5931.75,0
1922,8201-AAXCB,MASCULINO,0,SIM,SIM,25,SIM,DSL,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,60.35,1404.65,0
1923,7696-CFTAT,MASCULINO,0,SIM,SIM,37,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.8,726.1,0
1924,1845-CSBRZ,FEMININO,1,SIM,SIM,22,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,85.35,1961.6,0
1925,2123-VSCOT,FEMININO,0,SIM,SIM,59,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,72.1,4194.85,0
1926,6651-AZVTJ,MASCULINO,0,SIM,SIM,49,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,99.8,4872.45,1
1927,4566-GOLUK,MASCULINO,0,SIM,SIM,47,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,107.35,5118.95,1
1928,2484-DGXPZ,FEMININO,0,SIM,SIM,31,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.55,658.95,1
1929,2018-QKYGT,MASCULINO,0,SIM,SIM,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,81.05,81.05,0
1930,2792-VPPET,MASCULINO,0,NAO,NAO,3,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR E-MAIL,20.5,76.95,0
1931,7409-JURKQ,FEMININO,0,SIM,NAO,53,SIM,FIBER OPTIC,NAO,SIM,SIM,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,111.8,5809.75,0
1932,3247-MHJKM,MASCULINO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.2,20.2,0
1933,1964-SVLEA,MASCULINO,0,NAO,NAO,20,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,ENVIO POR CORREIO,19.7,415.9,0
1934,4587-NUKOX,FEMININO,0,NAO,NAO,3,SIM,FIBER OPTIC,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,79.1,246.5,1
1935,7297-DVYGA,FEMININO,0,NAO,NAO,51,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,19.85,996.95,0
1936,2239-CGBUZ,FEMININO,0,SIM,NAO,51,SIM,DSL,SIM,SIM,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,60.5,3145.15,0
1937,0854-UYHZD,FEMININO,0,SIM,SIM,13,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.55,265.3,0
1938,7243-LCGGZ,FEMININO,0,NAO,NAO,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,20.9,20.9,0
1939,8267-KFGYD,MASCULINO,0,NAO,SIM,1,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,21.05,21.05,0
1940,4890-VMUAV,MASCULINO,0,NAO,NAO,63,SIM,DSL,SIM,SIM,NAO,UM ANO,ENVIO POR E-MAIL,71.5,4576.3,0
1941,9261-WDCAF,MASCULINO,0,NAO,NAO,3,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,54.65,189.1,0
1942,3764-MNMOI,MASCULINO,0,NAO,NAO,46,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,19.2,908.15,0
1943,7442-YGZFK,MASCULINO,0,NAO,NAO,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,49.8,49.8,0
1944,0420-BWTPW,MASCULINO,0,NAO,SIM,8,NAO,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,25.5,215.2,1
1945,8229-BUJHX,FEMININO,0,SIM,SIM,71,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.5,1500.95,0
1946,7449-HVPIV,MASCULINO,0,SIM,SIM,55,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,90.4,5099.15,0
1947,5504-WSIUR,FEMININO,0,NAO,NAO,70,SIM,FIBER OPTIC,NAO,SIM,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,90.25,6385.95,0
1948,8183-ONMXC,FEMININO,0,NAO,NAO,2,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,80.75,159.45,1
1949,8466-PZBLH,MASCULINO,0,SIM,SIM,67,SIM,FIBER OPTIC,SIM,SIM,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,104.6,6885.75,0
1950,9614-RMGHA,MASCULINO,0,SIM,NAO,65,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,91.85,5940.85,1
1951,8735-IJJEG,MASCULINO,0,SIM,NAO,14,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,50.2,668.85,0
1952,0564-MUUQK,FEMININO,0,SIM,SIM,20,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,95.5,1916.2,0
1953,5054-IEXZT,MASCULINO,0,NAO,SIM,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,75.35,75.35,1
1954,5834-ASPWA,MASCULINO,0,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,75.45,75.45,1
1955,0701-RFGFI,FEMININO,0,SIM,SIM,49,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,95.4,4613.95,0
1956,0019-EFAEP,FEMININO,0,NAO,NAO,72,SIM,FIBER OPTIC,SIM,NAO,SIM,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,101.3,7261.25,0
1957,5619-PTMIK,FEMININO,0,SIM,NAO,46,SIM,DSL,SIM,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,53.1,2459.8,0
1958,3737-XBQDD,MASCULINO,0,NAO,NAO,24,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,84.85,2048.8,0
1959,5882-CMAZQ,FEMININO,0,SIM,SIM,5,NAO,DSL,NAO,SIM,NAO,MES-A-MES,ENVIO POR E-MAIL,34.25,163.55,0
1960,5846-QFDFI,FEMININO,0,SIM,SIM,33,SIM,FIBER OPTIC,NAO,SIM,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,88.6,2888.7,0
1961,4445-KWOKW,FEMININO,0,NAO,NAO,42,SIM,DSL,SIM,NAO,NAO,UM ANO,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,60.15,2421.6,0
1962,3511-APPBJ,MASCULINO,0,NAO,NAO,23,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,99.95,2292.75,0
1963,7967-HYCDE,MASCULINO,0,NAO,NAO,8,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,70.7,553.4,0
1964,2430-RRYUW,MASCULINO,0,NAO,NAO,66,SIM,DSL,SIM,NAO,NAO,UM ANO,ENVIO POR CORREIO,54.8,3465.7,0
1965,3948-XHGNA,MASCULINO,0,NAO,NAO,24,SIM,DSL,SIM,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,49.55,1210.4,1
1966,3723-BFBGR,MASCULINO,1,NAO,NAO,24,SIM,DSL,NAO,NAO,NAO,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,54.8,1291.3,0
1967,0565-IYCGT,MASCULINO,0,NAO,NAO,69,SIM,DSL,SIM,SIM,NAO,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,78.6,5356.45,1
1968,5447-WZAFP,FEMININO,0,NAO,NAO,53,SIM,FIBER OPTIC,NAO,NAO,SIM,UM ANO,ENVIO POR CORREIO,100.3,5200.8,0
1969,5110-CHOPY,FEMININO,0,NAO,NAO,60,NAO,DSL,SIM,NAO,SIM,DOIS ANOS,ENVIO POR E-MAIL,53.6,3237.05,0
1970,5445-UTODQ,FEMININO,0,SIM,NAO,7,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,81.1,576.65,1
1971,4425-OWHWB,FEMININO,0,NAO,NAO,20,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,19.35,433.75,0
1972,7892-QVYKW,FEMININO,0,SIM,SIM,23,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,85.6,1868.4,0
1973,9675-ICXCT,MASCULINO,0,SIM,SIM,72,SIM,DSL,SIM,SIM,SIM,DOIS ANOS,ENVIO POR E-MAIL,80.8,5728.55,0
1974,1024-VRZHF,MASCULINO,0,SIM,NAO,11,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,74.95,825.7,1
1975,4703-MQYKT,MASCULINO,0,NAO,NAO,21,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,ENVIO POR CORREIO,19.6,390.4,0
1976,9497-QCMMS,MASCULINO,1,NAO,NAO,1,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,93.55,93.55,1
1977,5692-ICXLW,MASCULINO,1,NAO,NAO,31,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,90.7,2845.15,0
1978,0602-DDUML,FEMININO,0,NAO,NAO,57,SIM,DSL,NAO,SIM,SIM,DOIS ANOS,ENVIO POR CORREIO,69.75,3894.4,0
1979,2208-MPXIO,FEMININO,0,SIM,SIM,45,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,20.0,886.4,0
1980,1960-UYCNN,MASCULINO,0,NAO,NAO,10,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,95.25,1021.55,0
1981,0348-SDKOL,FEMININO,0,SIM,NAO,58,SIM,FIBER OPTIC,NAO,SIM,SIM,MES-A-MES,CARTAO DE CREDITO - DEBITO AUTOMATICO,102.1,5885.4,1
1982,3190-FZATL,MASCULINO,0,NAO,SIM,14,SIM,NAO,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,SEM SERVICO DE INTERNET,MES-A-MES,ENVIO POR CORREIO,19.95,268.4,0
1983,7336-RLLRH,MASCULINO,0,SIM,NAO,27,SIM,DSL,SIM,SIM,SIM,UM ANO,ENVIO POR CORREIO,80.85,2204.35,0
1984,4373-MAVJG,FEMININO,0,SIM,SIM,14,SIM,FIBER OPTIC,NAO,NAO,NAO,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,90.9,1259.0,1
1985,8901-HJXTF,FEMININO,0,SIM,SIM,12,NAO,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR CORREIO,29.2,309.1,1
1986,7710-JSYOA,FEMININO,0,SIM,SIM,69,SIM,FIBER OPTIC,NAO,SIM,NAO,DOIS ANOS,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,93.3,6398.05,0
1987,5419-KLXBN,FEMININO,0,SIM,SIM,25,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,TRANSFERENCIA BANCARIA - DEBITO AUTOMATICO,89.15,2257.75,1
1988,3424-NMNBO,MASCULINO,1,SIM,NAO,58,SIM,FIBER OPTIC,SIM,NAO,SIM,UM ANO,ENVIO POR E-MAIL,108.85,6287.25,1
1989,9885-MFVSU,FEMININO,0,SIM,SIM,35,NAO,DSL,SIM,SIM,SIM,DOIS ANOS,CARTAO DE CREDITO - DEBITO AUTOMATICO,46.35,1662.05,0
1990,4514-GFCFI,FEMININO,1,NAO,NAO,16,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,84.75,1350.15,1
1991,0607-MVMGC,MASCULINO,0,SIM,SIM,45,SIM,DSL,NAO,NAO,SIM,UM ANO,CARTAO DE CREDITO - DEBITO AUTOMATICO,78.75,3600.65,0
1992,3365-SAIGS,FEMININO,0,NAO,NAO,17,SIM,FIBER OPTIC,NAO,NAO,SIM,MES-A-MES,ENVIO POR E-MAIL,83.55,1329.15,0
1993,9828-AOQLM,FEMININO,0,SIM,SIM,1,SIM,DSL,NAO,NAO,NAO,MES-A-MES,ENVIO POR E-MAIL,45.7,45.7,1
